Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
26,Travel_Rarely,841,Research & Development,6,3,Other,1,164,3,Female,46,2,1,Research Scientist,2,Married," 2,368 "," 23,300 ", 1 ,Y,No,19,3,3,80,0,5,3,2,5,4,4,3,No
58,Travel_Rarely,147,Research & Development,23,4,Medical,1,165,4,Female,94,3,3,Healthcare Representative,4,Married," 10,312 "," 3,465 ", 1 ,Y,No,12,3,4,80,1,40,3,2,40,10,15,6,Yes
19,Travel_Rarely,528,Sales,22,1,Marketing,1,167,4,Male,50,3,1,Sales Representative,3,Single," 1,675 "," 26,820 ", 1 ,Y,Yes,19,3,4,80,0,0,2,2,0,0,0,0,Yes
22,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,169,3,Male,100,3,1,Laboratory Technician,4,Married," 2,523 "," 19,299 ", -   ,Y,No,14,3,3,80,1,3,2,3,2,1,2,1,No
49,Travel_Rarely,470,Research & Development,20,4,Medical,1,170,3,Female,96,3,2,Manufacturing Director,1,Married," 6,567 "," 5,549 ", 1 ,Y,No,14,3,3,80,0,16,2,2,15,11,5,11,No
43,Travel_Frequently,957,Research & Development,28,3,Medical,1,171,2,Female,72,4,1,Research Scientist,3,Single," 4,739 "," 16,090 ", 4 ,Y,No,12,3,4,80,0,18,2,3,3,2,1,2,No
50,Travel_Frequently,809,Sales,12,3,Marketing,1,174,3,Female,77,3,3,Sales Executive,4,Single," 9,208 "," 6,645 ", 4 ,Y,No,11,3,4,80,0,16,3,3,2,2,2,1,No
31,Travel_Rarely,542,Sales,20,3,Life Sciences,1,175,2,Female,71,1,2,Sales Executive,3,Married," 4,559 "," 24,788 ", 3 ,Y,Yes,11,3,3,80,1,4,2,3,2,2,2,2,Yes
41,Travel_Rarely,802,Sales,9,1,Life Sciences,1,176,3,Male,96,3,3,Sales Executive,3,Divorced," 8,189 "," 21,196 ", 3 ,Y,Yes,13,3,3,80,1,12,2,3,9,7,0,7,No
26,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,177,3,Female,61,3,1,Human Resources,3,Married," 2,942 "," 8,916 ", 1 ,Y,No,23,4,4,80,1,8,3,3,8,7,5,7,No
36,Travel_Rarely,216,Research & Development,6,2,Medical,1,178,2,Male,84,3,2,Manufacturing Director,2,Divorced," 4,941 "," 2,819 ", 6 ,Y,No,20,4,4,80,2,7,0,3,3,2,0,1,No
51,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,179,1,Male,53,1,3,Manufacturing Director,4,Single," 10,650 "," 25,150 ", 2 ,Y,No,15,3,4,80,0,18,2,3,4,2,0,3,Yes
39,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,182,4,Female,47,2,2,Sales Executive,3,Married," 5,902 "," 14,590 ", 4 ,Y,No,14,3,3,80,1,17,1,4,15,11,5,9,No
25,Travel_Rarely,959,Sales,28,3,Life Sciences,1,183,1,Male,41,2,2,Sales Executive,3,Married," 8,639 "," 24,835 ", 2 ,Y,No,18,3,4,80,0,6,3,3,2,2,2,2,No
30,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,184,3,Male,48,3,2,Human Resources,4,Married," 6,347 "," 13,982 ", -   ,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,7,No
32,Travel_Rarely,1033,Research & Development,9,3,Medical,1,190,1,Female,41,3,1,Laboratory Technician,1,Single," 4,200 "," 10,224 ", 7 ,Y,No,22,4,1,80,0,10,2,4,5,4,0,4,Yes
45,Travel_Rarely,1316,Research & Development,29,3,Medical,1,192,3,Male,83,3,1,Research Scientist,4,Single," 3,452 "," 9,752 ", 5 ,Y,No,13,3,2,80,0,9,2,2,6,5,0,3,No
38,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,193,4,Female,32,3,2,Research Scientist,3,Single," 4,317 "," 2,302 ", 3 ,Y,Yes,20,4,2,80,0,19,2,3,3,2,2,2,No
30,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,194,1,Female,75,3,1,Research Scientist,3,Single," 2,632 "," 23,910 ", 1 ,Y,No,14,3,3,80,0,5,4,2,5,4,0,4,No
32,Travel_Frequently,689,Sales,9,2,Medical,1,195,4,Male,35,1,2,Sales Executive,4,Divorced," 4,668 "," 22,812 ", -   ,Y,No,17,3,4,80,3,9,2,4,8,7,0,7,No
30,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197,4,Female,84,3,1,Research Scientist,1,Divorced," 3,204 "," 10,415 ", 5 ,Y,No,14,3,4,80,1,8,3,3,3,2,2,2,No
30,Travel_Rarely,1427,Research & Development,2,1,Medical,1,198,2,Male,35,2,1,Laboratory Technician,4,Single," 2,720 "," 11,162 ", -   ,Y,No,13,3,4,80,0,6,3,3,5,3,1,2,No
41,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,199,4,Male,91,2,4,Manager,1,Divorced," 17,181 "," 12,888 ", 4 ,Y,No,13,3,2,80,1,21,2,2,7,6,7,7,No
41,Travel_Rarely,933,Research & Development,9,4,Life Sciences,1,200,3,Male,94,3,1,Laboratory Technician,1,Married," 2,238 "," 6,961 ", 2 ,Y,No,21,4,4,80,1,7,2,3,5,0,1,4,No
19,Travel_Rarely,1181,Research & Development,3,1,Medical,1,201,2,Female,79,3,1,Laboratory Technician,2,Single," 1,483 "," 16,102 ", 1 ,Y,No,14,3,4,80,0,1,3,3,1,0,0,0,No
40,Travel_Frequently,1395,Research & Development,26,3,Medical,1,202,2,Female,54,3,2,Research Scientist,2,Divorced," 5,605 "," 8,504 ", 1 ,Y,No,11,3,1,80,1,20,2,3,20,7,2,13,No
35,Travel_Rarely,662,Sales,1,5,Marketing,1,204,3,Male,94,3,3,Sales Executive,2,Married," 7,295 "," 11,439 ", 1 ,Y,No,13,3,1,80,2,10,3,3,10,8,0,6,No
53,Travel_Rarely,1436,Sales,6,2,Marketing,1,205,2,Male,34,3,2,Sales Representative,3,Married," 2,306 "," 16,047 ", 2 ,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5,No
45,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,206,2,Male,60,3,2,Laboratory Technician,2,Divorced," 2,348 "," 10,901 ", 8 ,Y,No,18,3,3,80,1,20,2,1,17,9,0,15,No
32,Travel_Frequently,967,Sales,8,3,Marketing,1,207,2,Female,43,3,3,Sales Executive,4,Single," 8,998 "," 15,589 ", 1 ,Y,No,14,3,4,80,0,9,2,3,9,8,3,7,No
29,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,208,4,Male,41,3,2,Manufacturing Director,3,Married," 4,319 "," 26,283 ", 1 ,Y,No,13,3,1,80,1,10,1,3,10,7,0,9,No
51,Travel_Rarely,1169,Research & Development,7,4,Medical,1,211,2,Male,34,2,2,Manufacturing Director,3,Married," 6,132 "," 13,983 ", 2 ,Y,No,17,3,3,80,0,10,2,3,1,0,0,0,No
58,Travel_Rarely,1145,Research & Development,9,3,Medical,1,214,2,Female,75,2,1,Research Scientist,2,Married," 3,346 "," 11,873 ", 4 ,Y,Yes,20,4,2,80,1,9,3,2,1,0,0,0,No
40,Travel_Rarely,630,Sales,4,4,Marketing,1,215,3,Male,67,2,3,Sales Executive,4,Married," 10,855 "," 8,552 ", 7 ,Y,No,11,3,1,80,1,15,2,2,12,11,2,11,No
34,Travel_Frequently,303,Sales,2,4,Marketing,1,216,3,Female,75,3,1,Sales Representative,3,Married," 2,231 "," 11,314 ", 6 ,Y,No,18,3,4,80,1,6,3,3,4,3,1,2,No
22,Travel_Rarely,1256,Research & Development,19,1,Medical,1,217,3,Male,80,3,1,Research Scientist,4,Married," 2,323 "," 11,992 ", 1 ,Y,No,24,4,1,80,2,2,6,3,2,2,2,2,No
27,Non-Travel,691,Research & Development,9,3,Medical,1,218,4,Male,57,3,1,Research Scientist,2,Divorced," 2,024 "," 5,970 ", 6 ,Y,No,18,3,4,80,1,6,1,1,2,2,2,2,No
28,Travel_Rarely,440,Research & Development,21,3,Medical,1,221,3,Male,42,3,1,Research Scientist,4,Married," 2,713 "," 6,672 ", 1 ,Y,No,11,3,3,80,1,5,2,1,5,2,0,2,No
57,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,223,3,Male,83,4,3,Healthcare Representative,4,Divorced," 9,439 "," 23,402 ", 3 ,Y,Yes,16,3,2,80,1,12,2,1,5,3,1,4,No
27,Non-Travel,1450,Research & Development,3,3,Medical,1,224,3,Male,79,2,1,Research Scientist,3,Divorced," 2,566 "," 25,326 ", 1 ,Y,Yes,15,3,4,80,1,1,2,2,1,1,0,1,No
50,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,226,3,Female,53,3,5,Manager,2,Single," 19,926 "," 17,053 ", 3 ,Y,No,15,3,2,80,0,21,5,3,5,4,4,4,No
41,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,227,1,Male,56,3,1,Research Scientist,3,Divorced," 2,451 "," 4,609 ", 4 ,Y,No,12,3,1,80,1,13,2,3,9,8,1,8,No
30,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,228,2,Female,41,3,3,Sales Executive,4,Married," 9,419 "," 8,053 ", 2 ,Y,No,12,3,3,80,1,12,2,3,10,9,7,4,No
38,Travel_Rarely,702,Sales,1,4,Life Sciences,1,230,1,Female,59,2,2,Sales Executive,4,Single," 8,686 "," 12,930 ", 4 ,Y,No,22,4,3,80,0,12,2,4,8,3,0,7,No
32,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,231,3,Male,43,3,1,Research Scientist,3,Single," 3,038 "," 12,430 ", 3 ,Y,No,20,4,1,80,0,8,2,3,5,4,1,4,No
27,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,233,3,Male,51,3,1,Research Scientist,2,Married," 3,058 "," 13,364 ", -   ,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1,No
19,Travel_Frequently,602,Sales,1,1,Technical Degree,1,235,3,Female,100,1,1,Sales Representative,1,Single," 2,325 "," 20,989 ", -   ,Y,No,21,4,1,80,0,1,5,4,0,0,0,0,Yes
36,Travel_Frequently,1480,Research & Development,3,2,Medical,1,238,4,Male,30,3,1,Laboratory Technician,2,Single," 2,088 "," 15,062 ", 4 ,Y,No,12,3,3,80,0,13,3,2,8,7,7,2,No
30,Non-Travel,111,Research & Development,9,3,Medical,1,239,3,Male,66,3,2,Laboratory Technician,1,Divorced," 3,072 "," 11,012 ", 1 ,Y,No,11,3,3,80,2,12,4,3,12,9,6,10,No
45,Travel_Rarely,1268,Sales,4,2,Life Sciences,1,240,3,Female,30,3,2,Sales Executive,1,Divorced," 5,006 "," 6,319 ", 4 ,Y,Yes,11,3,1,80,1,9,3,4,5,4,0,3,No
56,Travel_Rarely,713,Research & Development,8,3,Life Sciences,1,241,3,Female,67,3,1,Research Scientist,1,Divorced," 4,257 "," 13,939 ", 4 ,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2,No
33,Travel_Rarely,134,Research & Development,2,3,Life Sciences,1,242,3,Male,90,3,1,Research Scientist,4,Single," 2,500 "," 10,515 ", -   ,Y,No,14,3,1,80,0,4,2,4,3,1,0,2,No
19,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,243,2,Male,47,2,1,Laboratory Technician,4,Single," 1,102 "," 9,241 ", 1 ,Y,No,22,4,3,80,0,1,3,2,1,0,1,0,Yes
46,Travel_Rarely,526,Sales,1,2,Marketing,1,244,2,Female,92,3,3,Sales Executive,1,Divorced," 10,453 "," 2,137 ", 1 ,Y,No,25,4,3,80,3,24,2,3,24,13,15,7,No
38,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,1,245,3,Female,75,3,1,Laboratory Technician,4,Single," 2,288 "," 6,319 ", 1 ,Y,No,12,3,3,80,0,2,3,3,2,2,2,1,No
31,Travel_Rarely,140,Research & Development,12,1,Medical,1,246,3,Female,95,3,1,Research Scientist,4,Married," 3,929 "," 6,984 ", 8 ,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2,No
34,Travel_Rarely,629,Research & Development,27,2,Medical,1,247,4,Female,95,3,1,Research Scientist,2,Single," 2,311 "," 5,711 ", 2 ,Y,No,15,3,4,80,0,9,3,3,3,2,1,2,No
41,Travel_Rarely,1356,Sales,20,2,Marketing,1,248,2,Female,70,3,1,Sales Representative,2,Single," 3,140 "," 21,728 ", 1 ,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2,Yes
50,Travel_Rarely,328,Research & Development,1,3,Medical,1,249,3,Male,86,2,1,Laboratory Technician,3,Married," 3,690 "," 3,425 ", 2 ,Y,No,15,3,4,80,1,5,2,2,3,2,0,2,No
53,Travel_Rarely,1084,Research & Development,13,2,Medical,1,250,4,Female,57,4,2,Manufacturing Director,1,Divorced," 4,450 "," 26,250 ", 1 ,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,No
33,Travel_Rarely,931,Research & Development,14,3,Medical,1,252,4,Female,72,3,1,Research Scientist,2,Married," 2,756 "," 4,673 ", 1 ,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,No
40,Travel_Rarely,989,Research & Development,4,1,Medical,1,253,4,Female,46,3,5,Manager,3,Married," 19,033 "," 6,499 ", 1 ,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,No
55,Travel_Rarely,692,Research & Development,14,4,Medical,1,254,3,Male,61,4,5,Research Director,2,Single," 18,722 "," 13,339 ", 8 ,Y,No,11,3,4,80,0,36,3,3,24,15,2,15,No
34,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,256,4,Male,45,2,2,Manufacturing Director,3,Married," 9,547 "," 14,074 ", 1 ,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,No
51,Travel_Rarely,313,Research & Development,3,3,Medical,1,258,4,Female,98,3,4,Healthcare Representative,2,Single," 13,734 "," 7,192 ", 3 ,Y,No,18,3,3,80,0,21,6,3,7,7,1,0,No
52,Travel_Rarely,699,Research & Development,1,4,Life Sciences,1,259,3,Male,65,2,5,Manager,3,Married," 19,999 "," 5,678 ", -   ,Y,No,14,3,1,80,1,34,5,3,33,18,11,9,No
27,Travel_Rarely,894,Research & Development,9,3,Medical,1,260,4,Female,99,3,1,Research Scientist,2,Single," 2,279 "," 11,781 ", 1 ,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,No
35,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,261,2,Male,50,2,2,Manufacturing Director,3,Married," 5,916 "," 15,497 ", 3 ,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,Yes
43,Non-Travel,1344,Research & Development,7,3,Medical,1,262,4,Male,37,4,1,Research Scientist,4,Divorced," 2,089 "," 5,228 ", 4 ,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,No
45,Non-Travel,1195,Research & Development,2,2,Medical,1,264,1,Male,65,2,4,Manager,4,Married," 16,792 "," 20,462 ", 9 ,Y,No,23,4,4,80,1,22,1,3,20,8,11,8,No
37,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,267,2,Male,65,4,1,Research Scientist,1,Married," 3,564 "," 22,977 ", 1 ,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7,No
35,Travel_Frequently,138,Research & Development,2,3,Medical,1,269,2,Female,37,3,2,Laboratory Technician,2,Single," 4,425 "," 15,986 ", 5 ,Y,No,11,3,4,80,0,10,5,3,6,2,1,2,No
42,Non-Travel,926,Research & Development,21,2,Medical,1,270,3,Female,36,3,2,Manufacturing Director,3,Divorced," 5,265 "," 16,439 ", 2 ,Y,No,16,3,2,80,1,11,5,3,5,3,0,2,No
38,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,271,4,Male,88,3,2,Manufacturing Director,3,Married," 6,553 "," 7,259 ", 9 ,Y,No,14,3,2,80,0,14,3,3,1,0,0,0,No
38,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,1,273,4,Male,54,3,2,Manufacturing Director,4,Married," 6,261 "," 4,185 ", 3 ,Y,No,18,3,1,80,1,9,3,1,7,7,1,7,No
27,Travel_Frequently,472,Research & Development,1,1,Technical Degree,1,274,3,Male,60,2,2,Manufacturing Director,1,Married," 4,298 "," 9,679 ", 5 ,Y,No,19,3,3,80,1,6,1,3,2,2,2,0,No
49,Non-Travel,1002,Research & Development,18,4,Life Sciences,1,275,4,Male,92,3,2,Manufacturing Director,4,Divorced," 6,804 "," 23,793 ", 1 ,Y,Yes,15,3,1,80,2,7,0,3,7,7,1,7,No
34,Travel_Frequently,878,Research & Development,10,4,Medical,1,277,4,Male,43,3,1,Research Scientist,3,Divorced," 3,815 "," 5,972 ", 1 ,Y,Yes,17,3,4,80,1,5,4,4,5,3,2,0,No
40,Travel_Rarely,905,Research & Development,19,2,Medical,1,281,3,Male,99,3,2,Laboratory Technician,4,Married," 2,741 "," 16,523 ", 8 ,Y,Yes,15,3,3,80,1,15,2,4,7,2,3,7,No
38,Travel_Rarely,1180,Research & Development,29,1,Medical,1,282,2,Male,70,3,2,Healthcare Representative,1,Married," 6,673 "," 11,354 ", 7 ,Y,Yes,19,3,2,80,0,17,2,3,1,0,0,0,Yes
29,Travel_Rarely,121,Sales,27,3,Marketing,1,283,2,Female,35,3,3,Sales Executive,4,Married," 7,639 "," 24,525 ", 1 ,Y,No,22,4,4,80,3,10,3,2,10,4,1,9,Yes
22,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,1,284,4,Male,60,4,1,Research Scientist,2,Divorced," 2,328 "," 12,392 ", 1 ,Y,Yes,16,3,1,80,1,4,2,2,4,2,2,2,No
36,Travel_Frequently,635,Research & Development,18,1,Medical,1,286,2,Female,73,3,1,Laboratory Technician,4,Single," 2,153 "," 7,703 ", 1 ,Y,No,13,3,1,80,0,8,2,3,8,1,1,7,No
40,Non-Travel,1151,Research & Development,9,5,Life Sciences,1,287,4,Male,63,2,2,Healthcare Representative,4,Married," 4,876 "," 14,242 ", 9 ,Y,No,14,3,4,80,1,5,5,1,3,2,0,2,No
46,Travel_Rarely,644,Research & Development,1,4,Medical,1,288,4,Male,97,3,3,Healthcare Representative,1,Divorced," 9,396 "," 12,368 ", 7 ,Y,No,16,3,3,80,1,17,3,3,4,2,0,3,No
32,Travel_Rarely,1045,Sales,4,4,Medical,1,291,4,Male,32,1,3,Sales Executive,4,Married," 10,400 "," 25,812 ", 1 ,Y,No,11,3,3,80,0,14,2,2,14,8,9,8,Yes
30,Non-Travel,829,Research & Development,1,1,Life Sciences,1,292,3,Male,88,2,3,Manufacturing Director,3,Single," 8,474 "," 20,925 ", 1 ,Y,No,22,4,3,80,0,12,2,3,11,8,5,8,No
27,Travel_Frequently,1242,Sales,20,3,Life Sciences,1,293,4,Female,90,3,2,Sales Executive,3,Single," 9,981 "," 12,916 ", 1 ,Y,No,14,3,4,80,0,7,2,3,7,7,0,7,No
51,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,1,296,2,Male,81,2,3,Research Director,2,Married," 12,490 "," 15,736 ", 5 ,Y,No,16,3,4,80,2,16,5,1,10,9,4,7,No
30,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,1,297,4,Female,88,3,1,Research Scientist,1,Single," 2,657 "," 8,556 ", 5 ,Y,Yes,11,3,3,80,0,8,5,3,5,2,0,4,Yes
41,Travel_Rarely,896,Sales,6,3,Life Sciences,1,298,4,Female,75,3,3,Manager,4,Single," 13,591 "," 14,674 ", 3 ,Y,Yes,18,3,3,80,0,16,3,3,1,0,0,0,No
30,Travel_Frequently,334,Sales,26,4,Marketing,1,299,3,Female,52,2,2,Sales Executive,1,Single," 6,696 "," 22,967 ", 5 ,Y,No,15,3,3,80,0,9,5,2,6,3,0,1,Yes
29,Travel_Rarely,992,Research & Development,1,3,Technical Degree,1,300,3,Male,85,3,1,Research Scientist,3,Single," 2,058 "," 19,757 ", -   ,Y,No,14,3,4,80,0,7,1,2,6,2,1,5,Yes
45,Non-Travel,1052,Sales,6,3,Medical,1,302,4,Female,57,2,3,Sales Executive,4,Single," 8,865 "," 16,840 ", 6 ,Y,No,12,3,4,80,0,23,2,3,19,7,12,8,No
54,Travel_Rarely,1147,Sales,3,3,Marketing,1,303,4,Female,52,3,2,Sales Executive,1,Married," 5,940 "," 17,011 ", 2 ,Y,No,14,3,4,80,1,16,4,3,6,2,0,5,No
36,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,304,4,Male,62,3,2,Laboratory Technician,2,Single," 5,914 "," 9,945 ", 8 ,Y,No,16,3,4,80,0,16,3,4,13,11,3,7,No
33,Travel_Rarely,147,Research & Development,4,4,Medical,1,305,3,Female,47,2,1,Research Scientist,2,Married," 2,622 "," 13,248 ", 6 ,Y,No,21,4,4,80,0,7,3,3,3,2,1,1,No
37,Travel_Frequently,663,Research & Development,11,3,Other,1,306,2,Male,47,3,3,Research Director,4,Divorced," 12,185 "," 10,056 ", 1 ,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7,No
38,Travel_Rarely,119,Sales,3,3,Life Sciences,1,307,1,Male,76,3,3,Sales Executive,3,Divorced," 10,609 "," 9,647 ", -   ,Y,No,12,3,3,80,2,17,6,2,16,10,5,13,No
31,Non-Travel,979,Research & Development,1,4,Medical,1,308,3,Male,90,1,2,Manufacturing Director,3,Married," 4,345 "," 4,381 ", -   ,Y,No,12,3,4,80,1,6,2,3,5,4,1,4,No
59,Travel_Rarely,142,Research & Development,3,3,Life Sciences,1,309,3,Male,70,2,1,Research Scientist,4,Married," 2,177 "," 8,456 ", 3 ,Y,No,17,3,1,80,1,7,6,3,1,0,0,0,No
37,Travel_Frequently,319,Sales,4,4,Marketing,1,311,1,Male,41,3,1,Sales Representative,4,Divorced," 2,793 "," 2,539 ", 4 ,Y,No,17,3,3,80,1,13,2,3,9,8,5,8,No
29,Travel_Frequently,1413,Sales,1,1,Medical,1,312,2,Female,42,3,3,Sales Executive,4,Married," 7,918 "," 6,599 ", 1 ,Y,No,14,3,4,80,1,11,5,3,11,10,4,1,No
35,Travel_Frequently,944,Sales,1,3,Marketing,1,314,3,Female,92,3,3,Sales Executive,3,Single," 8,789 "," 9,096 ", 1 ,Y,No,14,3,1,80,0,10,3,4,10,7,0,8,No
29,Travel_Rarely,896,Research & Development,18,1,Medical,1,315,3,Male,86,2,1,Research Scientist,4,Single," 2,389 "," 14,961 ", 1 ,Y,Yes,13,3,3,80,0,4,3,2,4,3,0,1,Yes
52,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,1,316,3,Female,89,2,1,Laboratory Technician,4,Single," 3,212 "," 3,300 ", 7 ,Y,No,15,3,2,80,0,6,3,2,2,2,2,2,No
42,Travel_Rarely,532,Research & Development,4,2,Technical Degree,1,319,3,Male,58,3,5,Manager,4,Married," 19,232 "," 4,933 ", 1 ,Y,No,11,3,4,80,0,22,3,3,22,17,11,15,No
59,Travel_Rarely,818,Human Resources,6,2,Medical,1,321,2,Male,52,3,1,Human Resources,3,Married," 2,267 "," 25,657 ", 8 ,Y,No,17,3,4,80,0,7,2,2,2,2,2,2,No
50,Travel_Rarely,854,Sales,1,4,Medical,1,323,4,Female,68,3,5,Manager,4,Divorced," 19,517 "," 24,118 ", 3 ,Y,No,11,3,3,80,1,32,3,2,7,0,0,6,No
33,Travel_Rarely,813,Research & Development,14,3,Medical,1,325,3,Male,58,3,1,Laboratory Technician,4,Married," 2,436 "," 22,149 ", 5 ,Y,Yes,13,3,3,80,1,8,2,1,5,4,0,4,Yes
43,Travel_Rarely,1034,Sales,16,3,Marketing,1,327,4,Female,80,3,4,Manager,4,Married," 16,064 "," 7,744 ", 5 ,Y,Yes,22,4,3,80,1,22,3,3,17,13,1,9,No
33,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,328,1,Female,39,3,1,Laboratory Technician,1,Married," 2,707 "," 21,509 ", 7 ,Y,No,20,4,1,80,0,13,3,4,9,7,1,7,Yes
52,Non-Travel,771,Sales,2,4,Life Sciences,1,329,1,Male,79,2,5,Manager,3,Single," 19,068 "," 21,030 ", 1 ,Y,Yes,18,3,4,80,0,33,2,4,33,7,15,12,No
32,Travel_Rarely,1401,Sales,4,2,Life Sciences,1,330,3,Female,56,3,1,Sales Representative,2,Married," 3,931 "," 20,990 ", 2 ,Y,No,11,3,1,80,1,6,5,3,4,3,1,2,No
32,Travel_Rarely,515,Research & Development,1,3,Life Sciences,1,331,4,Male,62,2,1,Laboratory Technician,3,Single," 3,730 "," 9,571 ", -   ,Y,Yes,14,3,4,80,0,4,2,1,3,2,1,2,Yes
39,Travel_Rarely,1431,Research & Development,1,4,Medical,1,332,3,Female,96,3,1,Laboratory Technician,3,Divorced," 2,232 "," 15,417 ", 7 ,Y,No,14,3,3,80,3,7,1,3,3,2,1,2,No
32,Non-Travel,976,Sales,26,4,Marketing,1,333,3,Male,100,3,2,Sales Executive,4,Married," 4,465 "," 12,069 ", -   ,Y,No,18,3,1,80,0,4,2,3,3,2,2,2,No
41,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,1,334,3,Male,36,3,2,Research Scientist,1,Divorced," 3,072 "," 19,877 ", 2 ,Y,No,16,3,1,80,2,17,2,2,1,0,0,0,No
40,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,335,1,Male,62,3,2,Research Scientist,4,Divorced," 3,319 "," 24,447 ", 1 ,Y,No,17,3,1,80,2,9,3,3,9,8,4,7,No
45,Travel_Rarely,252,Research & Development,1,3,Other,1,336,3,Male,70,4,5,Manager,4,Married," 19,202 "," 15,970 ", -   ,Y,No,11,3,3,80,1,25,2,3,24,0,1,7,No
31,Travel_Frequently,1327,Research & Development,3,4,Medical,1,337,2,Male,73,3,3,Research Director,3,Divorced," 13,675 "," 13,523 ", 9 ,Y,No,12,3,1,80,1,9,3,3,2,2,2,2,No
33,Travel_Rarely,832,Research & Development,5,4,Life Sciences,1,338,3,Female,63,2,1,Research Scientist,4,Married," 2,911 "," 14,776 ", 1 ,Y,No,13,3,3,80,1,2,2,2,2,2,0,2,No
34,Travel_Rarely,470,Research & Development,2,4,Life Sciences,1,339,4,Male,84,2,2,Manufacturing Director,1,Married," 5,957 "," 23,687 ", 6 ,Y,No,13,3,2,80,1,13,3,3,11,9,5,9,No
37,Travel_Rarely,1017,Research & Development,1,2,Medical,1,340,3,Female,83,2,1,Research Scientist,1,Married," 3,920 "," 18,697 ", 2 ,Y,No,14,3,1,80,1,17,2,2,3,1,0,2,No
45,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,341,1,Male,77,4,2,Manufacturing Director,3,Married," 6,434 "," 5,118 ", 4 ,Y,No,17,3,4,80,1,9,1,3,3,2,0,2,No
37,Travel_Frequently,504,Research & Development,10,3,Medical,1,342,1,Male,61,3,3,Manufacturing Director,3,Divorced," 10,048 "," 22,573 ", 6 ,Y,No,11,3,2,80,2,17,5,3,1,0,0,0,Yes
39,Travel_Frequently,505,Research & Development,2,4,Technical Degree,1,343,3,Female,64,3,3,Healthcare Representative,3,Single," 10,938 "," 6,420 ", -   ,Y,No,25,4,4,80,0,20,1,3,19,6,11,8,No
29,Travel_Rarely,665,Research & Development,15,3,Life Sciences,1,346,3,Male,60,3,1,Research Scientist,4,Single," 2,340 "," 22,673 ", 1 ,Y,No,19,3,1,80,0,6,1,3,6,5,1,5,No
